Airport Identifier,Airport Name,Courtesy Car,Bicycles,Camping,Meals
ID82,PICABO,No,No,No,Yes
IDA,IDAHO FALLS,No,No,No,No
JER,JEROME,Yes,No,No,Yes
U02,BLACKFOOT,Yes,No,No,Yes
LLJ,CHALLIS,Yes,No,No,Yes
LWS,LEWISTON,Yes,No,No,Yes
MAN,NAMPA,No,No,No,Yes
MLD,MALAD,Yes,No,No,Yes
MYL,MCCALL,Yes,Yes,No,Yes
ONO,ONTARIO OR,Yes,No,No,Yes
0U7,HOLLOW TOP,No,No,No,No
0U8,MAY,No,No,No,No
PIH,POCATELLO,Yes,No,No,Yes
PUW,PULLMAN/MOSCOW,Yes,No,No,Yes
RXE,REXBURG,Yes,No,No,Yes
S66,HOMEDALE,No,No,No,Yes
S68,OROFINO,No,No,No,Yes
S72,ST MARIES,No,No,No,Yes
S73,KAMIAH,Yes,No,No,Yes
S75,PAYETTE,No,No,No,Yes
S76,BROOKS SPB,No,No,No,Yes
S77,MAGEE,No,No,No,No
S78,EMMETT,Yes,No,No,Yes
S81,INDIAN CREEK USFS,No,No,No,No
S82,KOOSKIA,No,No,No,Yes
S83,KELLOGG,No,No,No,Yes
S84,COTTONWOOD,No,No,No,Yes
S87,WEISER,Yes,No,No,Yes
S89,CRAIGMONT,No,No,No,No
S90,ELK CITY,No,No,No,Yes
S92,FISH LAKE USFS,No,No,No,No
SMN,SALMON,Yes,No,No,Yes
SUN,HAILEY,Yes,No,No,Yes
SZT,SANDPOINT,Yes,No,No,Yes
TWF,TWIN FALLS,No,No,No,No
TWF,TWIN FALLS,Yes,No,No,Yes
U00,LEADORE,No,No,No,Yes
U01,AMERICAN FALLS,Yes,No,No,Yes
U02,BLACKFOOT,Yes,No,No,Yes
U03,BUHL,Yes,No,No,Yes
U10,PRESTON,Yes,No,No,Yes
U12,ST ANTHONY,No,No,No,Yes
U36,ABERDEEN,No,No,No,Yes
U37,MIDWAY,No,No,No,No
U41,DUBOIS,No,No,No,Yes
U45,GRAHAM USFS,No,No,No,No
U46,BIG SOUTHERN BUTTE,No,No,No,No
U48,COX'S WELL,No,No,No,No
U51,BANCROFT,No,No,No,Yes
U53,HENRY'S LAKE,No,No,No,No
U54,BERNARD USFS,No,No,No,No
U56,RIGBY,No,No,No,Yes
U58,DOWNEY,No,No,No,Yes
U60,BIG CREEK,No,No,No,No
U61,TWIN BRIDGES,No,No,No,No
U62,MACKAY,No,No,No,Yes
U63,BRUCE MEADOWS,No,No,Yes,No
U65,CAREY,No,No,No,Yes
U70,CASCADE,No,No,No,Yes
U72,UPPER LOON CREEK USFS,No,No,No,No
U76,MOUNTAIN HOME,Yes,No,No,Yes
U78,SODA SPRINGS,Yes,No,No,Yes
U79,CHAMBERLAIN BASIN USFS,No,No,No,No
U81,COLD MEADOWS USFS,No,No,No,No
U82,COUNCIL,No,No,No,Yes
U84,DONNELLY,No,Yes,No,Yes
U86,FAIRFIELD,No,No,No,Yes
U87,SMILEY CREEK,Yes,No,No,Yes
U87,SMILEY CREEK,Yes,No,No,Yes
U88,GARDEN VALLEY,Yes,No,No,Yes
U89,GLENNS FERRY,No,No,No,Yes
U91,GRASMERE,No,No,No,No
U92,ANTELOPE VALLEY,No,No,No,No
U93,MAGIC RESERVOIR,No,No,No,Yes
U94,HAZELT ON,No,No,No,Yes
U97,HOWE,No,No,No,No
U98,IDAHO CITY USFS,No,No,No,Yes
U99,LAIDLAW CORRALS,No,No,No,No
U00,LEADORE,No,No,No,Yes
