Airport Identifier,Airport Name,Courtesy Car,Bicycles,Camping,Meals
N45,WALLKILL ULSTER CO.,Yes,No,No,No
LKP,LAKE PLACID,Yes,No,No,No
7G0,BROCKPORT MONROE CO.,No,No,No,No
ROY,LE ROY,Yes,No,No,No
oic,NORWICH,No,No,No,No
49N,EAST MORICHES,No,No,No,No
MAL,MALONE,Yes,No,No,No
111,KEENE ESSEX CO.,Yes,No,No,No
21N,MATTITUCK SUFFOLK CO.,Yes,No,No,No
175,MIDDLESEX,No,No,No,No
92G,GORHAM,No,No,No,No
MTP,MONTAUK,Yes,No,No,No
1E8,DEGRASSE ST. LAWRENCE Co. DEGRASSE ST. LAWRENCE CO.,No,No,No,No
O9N,STAATSBURG,Yes,No,No,No
1H1,CLAY,No,No,No,No
D93,WATERLOO SENECA CO.,Yes,No,No,No
9G3,AKRON,Yes,No,No,No
D23,ARCADE WYOMING CO.,Yes,No,No,No
103,ARGYLE,Yes,No,No,No
23N,BAYPORT SUFFOLK CO.,Yes,No,No,No
K16,ROME,Yes,No,No,No
N25,GALLUPVILLE,Yes,No,No,No
HWV,SHIRLEY,Yes,No,No,No
9G0,BUFFALO,No,No,No,No
BQR,LANCASTER ERIE CO.,Yes,No,No,No
K27,MECHANICVILLE RENSSELAER CO.,Yes,No,No,No
NY2,CAMILLUS,Yes,No,No,No
D38,CANANDAIGUA,Yes,No,No,No
OLE,OLEAN CATTARAUGUS CO.,No,No,No,No
1B8,CAMBRIDGE,Yes,No,No,No
DKK,DUNKIRK CHAUTAUQUA CO.,Yes,No,No,Yes
D51,EAST AMHERST ERIE CO.,Yes,No,No,Yes
1B1,HUDSON COLUMBIA CO.,Yes,No,No,No
K23,COOPERSTOWN,No,No,No,No
7N1,CORNING / PAINTED POST,Yes,No,No,No
N03,CORTLAND CORTLAND CO.,Yes,No,No,No
USE,NOW PRIVATE USE,Yes,No,No,No
DSV,DANSVILLE,Yes,No,No,No
D79,MAYVILLE,Yes,No,No,No
1F6,DOLGEVILLE,Yes,No,No,No
4B1,DUANESBURG SCHENECTADY CO.,Yes,No,No,No
POU,POUGHKEEPSIE DUTCHESS CO.,No,No,No,No
HTO,EAST HAMPTON,Yes,No,No,No
0B8,FISHERS ISLAND SUFFOLK CO.,Yes,No,No,Yes
IAG,NIAGARA FALLS NIAGARA CO.,Yes,No,No,No
0GO,LOCKPORT NIAGARA CO.,Yes,No,No,No
N66,ONEONTA OTSEGO CO.,Yes,No,No,No
MGJ,MONTGOMERY,No,No,No,No
FZY,FULTON,No,No,No,No
D82,OVID,No,No,No,No
YAN,PENN YAN YATES CO.,Yes,No,No,No
01G,PERRY WYOMING CO.,No,No,No,No
9G6,ALBION,Yes,No,No,No
Ko9,PISECO HAMILTON CO.,Yes,No,No,No
SKY,EDINBURG,No,No,No,No
PTD,POTSDAM ST LAWRENCE CO.,No,No,No,No
D88,SHERMAN CHAUTAUQUA CO.,Yes,No,No,No
O6N,MIDDLETOWN,Yes,No,No,No
D85,RANDOLPH CATTARAUGUS CO.,Yes,No,No,Yes
5B7,TROY RENNSELEAR CO. TROY RENSSELAER CO.,No,No,No,No
FRG,FARMINGDALE,Yes,No,No,No
W57,ROUND LAKE SARATOGA CO.,No,No,No,No
9G5,GASPORT NIAGARA CO.,Yes,No,No,No
5B2,SARATOGA SPRINGS,Yes,No,No,No
SCH,SCHENECTADY SCHENECTADY CO.,Yes,No,No,Yes
4B7,SCHROON LAKE,Yes,No,No,No
K31,SHARON SPRINGS SCHOHARIE CO.,Yes,No,No,No
N23,SIDNEY DELAWARE CO.,Yes,No,No,No
6B9,SKANEATELES,No,No,No,No
SKY,MILLBROOK,Yes,No,No,No
RED,RED HOOK DUTCHESS CO.,No,No,No,No
4B0,SOUTH BETHLEHEM ALBANY CO.,Yes,No,No,No
1N2,EAST MORICHES,No,No,No,No
D91,SPENCERPORT,Yes,No,No,No
N69,STORMVILLE,Yes,No,No,No
MSV,MONTICELLO,Yes,No,No,No
6NK,SYRACUSE,Yes,No,No,No
4B6,TICONDEROGA,Yes,No,No,No
CZG,ENDICOTT BROOME CO. ENDICOTT BROOME Co.,Yes,No,No,No
N72,WARWICK ORANGE CO.,Yes,No,No,No
ELZ,WELLSVILLE ALLEGANY CO.,Yes,No,No,No
B16,WEEDSPORT CAYUGA CO.,Yes,No,No,No
spc,WILLIAMSON-SODUS WAYNE CO.,No,No,No,No
N82,WURTSBORO,No,No,No,No
